DTEC462-R4-08	eadetutu	03/01/2018	08:42:12	09:16:58
DTEC462-R4-03	nlavinbell	03/01/2018	09:04:10	09:18:41
DTEC462-R1-06Z	Administrator	03/01/2018	09:17:04	09:19:14
DTEC462-R1-06Z	tech	03/01/2018	09:19:36	09:22:34
DTEC462-R1-06Z	Administrator	03/01/2018	09:23:19	09:24:32
DTEC462-R4-06	Administrator	03/01/2018	09:26:56	09:27:47
DTEC462-R1-05	emish	03/01/2018	09:19:46	09:33:07
DTEC462-R2-01	Administrator	03/01/2018	09:33:30	09:33:46
DTEC462-R1-04	sdavis145	03/01/2018	09:29:43	09:34:39
DTEC462-R2-01	Administrator	03/01/2018	09:34:42	09:35:03
DTEC462-R2-03	clord3	03/01/2018	09:31:06	09:36:05
DTEC462-R4-05F	jgraeber	03/01/2018	09:39:27	09:40:31
DTEC462-R3-02	breiger	03/01/2018	10:11:21	10:17:47
DTEC462-R3-06	amcindoe	03/01/2018	09:33:35	10:22:42
DTEC462-R4-07F	pzunguze	03/01/2018	09:57:29	10:25:00
DTEC462-R2-01	Administrator	03/01/2018	09:52:50	10:25:51
DTEC462-R2-01	Administrator	03/01/2018	10:26:12	10:27:37
DTEC462-R2-01	Administrator	03/01/2018	10:29:58	10:33:07
DTEC462-R1-09	oespinoza	03/01/2018	09:54:03	10:36:06
DTEC462-R3-05	Waugustin3	03/01/2018	10:24:09	10:39:58
DTEC462-R4-04	rsweilem	03/01/2018	09:39:19	10:42:02
DTEC462-R3-02	jllanes3	03/01/2018	10:41:27	10:44:10
DTEC462-R2-09	ahawkins18	03/01/2018	10:23:21	10:45:52
DTEC462-R1-07	zaguilera	03/01/2018	10:45:38	10:47:46
DTEC462-R2-03	krandolph7	03/01/2018	10:51:33	10:54:57
DTEC462-R3-09	alacroes	03/01/2018	10:10:01	10:59:30
DTEC462-R2-03	smoctezuma2	03/01/2018	10:59:00	11:09:50
DTEC462-R2-05	awojcik	03/01/2018	10:48:17	11:11:39
DTEC462-R2-04	nhuancadesoto	03/01/2018	10:50:17	11:12:03
DTEC462-R3-07	waugustin3	03/01/2018	10:40:49	11:15:44
DTEC462-R3-06	scaballes	03/01/2018	10:25:45	11:17:15
DTEC462-R1-04	rmontufar	03/01/2018	11:14:41	11:21:55
DTEC462-R4-04	astricker	03/01/2018	11:35:19	11:39:38
DTEC462-R2-05	nlavinbell	03/01/2018	11:18:14	11:51:49
DTEC462-R3-03	abryant46	03/01/2018	10:28:12	11:59:31
DTEC462-R2-08	mesquivel4	03/01/2018	12:06:56	12:10:54
DTEC462-R4-09F	jmelendez38	03/01/2018	10:52:20	12:14:55
DTEC462-R2-09	cbarrios6	03/01/2018	12:06:38	12:15:00
DTEC462-R2-01	Administrator	03/01/2018	12:16:41	12:17:33
DTEC462-R2-01	Administrator	03/01/2018	12:17:55	12:18:18
DTEC462-R2-01	Administrator	03/01/2018	12:18:48	12:19:53
DTEC462-R2-08	afraserbolling	03/01/2018	12:20:16	12:22:32
DTEC462-R2-04	alacroes	03/01/2018	12:20:59	12:24:57
DTEC462-R4-03	rstubbs6	03/01/2018	12:23:02	12:26:46
DTEC462-R3-06	fgainey3	03/01/2018	12:15:36	12:27:12
DTEC462-R4-02	iaderibigbe	03/01/2018	10:50:57	12:54:24
DTEC462-R4-09F	malexandre3	03/01/2018	12:19:51	13:03:15
DTEC462-R2-01	tech	03/01/2018	12:20:37	13:10:22
DTEC462-R4-02	jgraeber	03/01/2018	13:05:14	13:12:00
DTEC462-R3-09	dhoneycutt	03/01/2018	11:44:00	13:19:20
DTEC462-R4-02	JGraeber	03/01/2018	13:22:31	13:28:23
DTEC462-R1-06	gnavarro4	03/01/2018	10:36:29	13:32:50
DTEC462-R4-08	eadetutu	03/01/2018	11:16:05	13:37:58
DTEC462-R1-05	emish	03/01/2018	13:39:26	13:40:03
DTEC462-R4-05F	acruz96	03/01/2018	12:05:35	13:43:00
DTEC462-R3-03	abryant46	03/01/2018	12:00:45	13:45:09
DTEC462-R1-08	sbergman2	03/01/2018	13:12:49	13:52:06
DTEC462-R2-09	kbell25	03/01/2018	13:50:41	13:54:05
DTEC462-R4-09F	spersaud11	03/01/2018	13:09:01	13:54:42
DTEC462-R1-09	mbrown198	03/01/2018	10:48:26	14:06:27
DTEC462-R3-02	ppatel53	03/01/2018	13:56:41	14:10:17
DTEC462-R4-07F	exavier	03/01/2018	12:42:58	14:49:56
DTEC462-R3-03	ageorge	03/01/2018	14:11:30	14:52:12
DTEC462-R2-05	jcowperthwaite	03/01/2018	12:56:01	15:03:43
DTEC462-R2-08	aeighinger	03/01/2018	14:46:04	15:09:41
DTEC462-R2-03	rhignite	03/01/2018	12:07:57	15:17:22
DTEC462-R1-03	abrooks46	03/01/2018	13:15:48	15:25:41
DTEC462-R4-06	malexandre3	03/01/2018	13:07:04	16:03:30
DTEC462-R2-02	bsteinagel2	03/01/2018	16:24:46	16:39:49
DTEC462-R4-02	idiaz13	03/01/2018	15:39:06	16:57:28
DTEC462-R3-07	klingner	03/01/2018	17:03:29	17:10:42
DTEC462-R3-02	ybrito	03/01/2018	15:32:53	17:27:12
DTEC462-R4-01	gwilliams78	03/01/2018	17:52:05	17:52:14
DTEC462-R1-06	lsanchez61	03/01/2018	15:19:20	18:34:51
DTEC462-R2-04	zbundy	03/01/2018	20:34:16	22:00:10
DTEC462-R2-05	mgolston	03/01/2018	20:33:27	22:04:57
DTEC462-R1-07	jjoseph51	03/02/2018	08:41:31	08:44:11
DTEC462-R3-02	bmichelon	03/02/2018	08:41:16	08:47:57
DTEC462-R4-07F	malexandre3	03/02/2018	09:04:20	09:04:33
DTEC462-R4-06	malexandre3	03/02/2018	09:05:22	09:08:24
DTEC462-R1-06	tbiggs	03/02/2018	09:15:13	09:19:08
DTEC462-R1-05	emish	03/02/2018	09:15:01	09:20:59
DTEC462-R3-03	oibewuike	03/02/2018	10:36:56	11:11:12
DTEC462-R3-02	nibewuike	03/02/2018	11:14:54	11:23:29
DTEC462-R4-09F	bfields9	03/02/2018	10:20:35	11:25:36
DTEC462-R3-03	cibewuike	03/02/2018	11:14:02	11:27:03
DTEC462-R3-02	nibewuike	03/02/2018	11:28:24	11:48:52
DTEC462-R4-02	thaley2	03/02/2018	10:43:02	12:53:18
DTEC462-R3-07	ylebron2	03/02/2018	11:23:47	13:07:59
DTEC462-R3-06	fpadilla6	03/02/2018	11:20:34	13:09:26
DTEC462-R3-02	ntroyer	03/02/2018	14:07:56	14:20:34
DTEC462-R2-08	cbarham	03/02/2018	14:49:06	14:54:45
DTEC462-R2-02	thaley2	03/02/2018	13:50:33	15:17:05
DTEC462-R3-02	adiaz122	03/02/2018	15:15:03	15:20:34
DTEC462-R3-09	alacroes	03/02/2018	14:20:53	15:43:13
DTEC462-R3-02	rbaffa	03/02/2018	15:51:02	15:56:54
DTEC462-R2-03	ahemaid	03/02/2018	15:44:42	16:03:22
DTEC462-R2-02	Yhemaid	03/02/2018	15:51:45	16:04:29
DTEC462-R1-10	dnewhard	03/02/2018	14:02:32	16:24:53
DTEC462-R4-01	ariveron4	03/02/2018	16:15:10	16:27:56
DTEC462-R1-08	jdorman5	03/03/2018	09:42:51	10:16:52
DTEC462-R3-02	nibewuike	03/03/2018	10:15:28	11:51:00
DTEC462-R3-05	cibewuike	03/03/2018	11:12:42	11:51:38
DTEC462-R3-03	oibewuike	03/03/2018	10:15:14	11:51:46
DTEC462-R1-03	ychaconmedina	03/03/2018	13:55:35	13:58:03
DTEC462-R1-10	jdorman5	03/03/2018	13:04:30	14:01:47
DTEC462-R2-03	tford3	03/03/2018	14:02:09	14:11:36
DTEC462-R2-06	ymyers3	03/03/2018	14:09:19	14:21:07
DTEC462-R3-09	sleacock2	03/03/2018	12:58:58	14:25:22
DTEC462-R3-08	jryan32	03/03/2018	12:59:06	14:30:59
DTEC462-R2-02	mgarcia146	03/05/2018	08:14:29	08:15:41
DTEC462-R1-05	adelarosagonzalez	03/05/2018	08:02:02	08:48:25
DTEC462-R2-02	mharris93	03/05/2018	08:52:10	09:00:00
DTEC462-R4-01	kdiaz34	03/05/2018	08:20:26	09:12:33
DTEC462-R3-06	jgraeber	03/05/2018	09:39:18	09:43:30
DTEC462-R2-08	arosario23	03/05/2018	08:45:20	10:04:57
DTEC462-R1-05	hhorace	03/05/2018	08:55:24	10:40:34
DTEC462-R1-09	oespinoza	03/05/2018	09:51:08	10:43:36
DTEC462-R2-02	ralcantara3	03/05/2018	10:48:28	10:52:56
DTEC462-R1-06	bharrison15	03/05/2018	11:21:34	11:27:18
DTEC462-R2-03	AALJURE	03/05/2018	11:21:51	11:33:02
DTEC462-R1-09	ncampbell13	03/05/2018	11:23:25	11:33:21
DTEC462-R1-03	ksimone3	03/05/2018	11:22:01	11:33:29
DTEC462-R2-08	afraserbolling	03/05/2018	11:22:39	11:43:03
DTEC462-R1-08	jdorman5	03/05/2018	11:01:17	11:46:19
DTEC462-R4-04	wblanchard2	03/05/2018	11:47:02	11:55:31
DTEC462-R3-07	jmelendez38	03/05/2018	10:58:30	12:11:28
DTEC462-R4-03	jsobremonte	03/05/2018	11:54:11	12:12:23
DTEC462-R2-02	sadams58	03/05/2018	11:46:06	12:12:25
DTEC462-R3-03	fpadilla6	03/05/2018	12:10:11	12:16:35
DTEC462-R2-05	boflaherty	03/05/2018	11:06:55	12:19:22
DTEC462-R3-07	efabic2	03/05/2018	12:15:07	12:21:19
DTEC462-R3-09	ahawkins18	03/05/2018	11:27:50	12:25:37
DTEC462-R4-01	tibitoye	03/05/2018	10:55:16	12:31:40
DTEC462-R4-07F	cbarrios6	03/05/2018	12:47:23	12:55:14
DTEC462-R3-07	tharrison13	03/05/2018	12:42:02	12:57:08
DTEC462-R1-04	dtonello	03/05/2018	12:28:02	13:00:41
DTEC462-R4-04	corejuela	03/05/2018	12:25:40	13:08:30
DTEC462-R2-02	sadams58	03/05/2018	12:40:22	13:11:44
DTEC462-R3-03	jcalero6	03/05/2018	12:23:20	13:13:51
DTEC462-R3-02	breiger	03/05/2018	13:16:27	13:19:05
DTEC462-R3-05	emyers17	03/05/2018	12:15:54	13:21:27
DTEC462-R4-04	ewilliams121	03/05/2018	13:20:04	13:36:57
DTEC462-R4-06	etrainor3	03/05/2018	13:37:23	13:50:53
DTEC462-R4-09F	kwilliams216	03/05/2018	10:58:24	13:53:17
DTEC462-R3-09	jlewars	03/05/2018	12:27:10	14:17:13
DTEC462-R4-09F	fpadilla5	03/05/2018	13:56:49	14:18:44
DTEC462-R3-06	ageorge	03/05/2018	13:05:58	14:31:37
DTEC462-R1-10	vearnest	03/05/2018	13:21:24	14:33:50
DTEC462-R2-02	sshahettoo2	03/05/2018	14:32:19	14:42:12
DTEC462-R3-09	dnewhard	03/05/2018	14:41:14	14:43:32
DTEC462-R1-08	jdorman5	03/05/2018	14:37:20	14:46:15
DTEC462-R3-03	esoriaramos	03/05/2018	13:46:08	14:51:44
DTEC462-R2-08	callard2	03/05/2018	12:36:15	14:57:07
DTEC462-R3-03	cbarrios6	03/05/2018	14:52:27	15:08:14
DTEC462-R3-06	kmartin71	03/05/2018	15:07:13	15:16:20
DTEC462-R4-09F	fpadilla5	03/05/2018	14:50:01	15:21:22
DTEC462-R2-04	gsassi	03/05/2018	14:50:14	15:25:32
DTEC462-R3-06	kmartin71	03/05/2018	15:26:33	15:31:04
DTEC462-R4-03	thaley2	03/05/2018	13:48:17	15:47:14
DTEC462-R1-03	vgiron	03/05/2018	15:42:20	15:49:51
DTEC462-R3-07	jregister4	03/05/2018	15:38:50	15:59:56
DTEC462-R3-03	gisrailov	03/05/2018	15:58:36	16:02:22
DTEC462-R1-05	tevans41	03/05/2018	14:11:33	16:04:12
DTEC462-R4-01	lgarcia95	03/05/2018	13:32:08	16:04:32
DTEC462-R1-04	mlopez137	03/05/2018	16:05:16	16:08:54
DTEC462-R2-05	nkomiyama	03/05/2018	14:49:12	16:10:22
DTEC462-R1-10	dnewhard	03/05/2018	14:44:22	16:44:50
DTEC462-R3-01	jdavis236	03/05/2018	16:56:55	17:08:58
DTEC462-R2-03	atorres22	03/05/2018	15:33:34	17:22:20
DTEC462-R1-05	tevans41	03/05/2018	16:37:28	17:25:42
DTEC462-R4-07F	jregister4	03/05/2018	17:15:38	17:29:23
DTEC462-R2-08	dmadera2	03/05/2018	16:26:41	17:42:42
DTEC462-R3-05	gmacon	03/05/2018	16:36:36	17:50:16
DTEC462-R1-04	adarosa	03/05/2018	18:02:26	18:02:51
DTEC462-R3-02	nhuancadesoto	03/05/2018	17:58:22	18:11:04
DTEC462-R1-10	fpadilla5	03/05/2018	17:18:50	18:11:34
DTEC462-R3-02	dvaldes16	03/05/2018	18:50:35	19:05:47
DTEC462-R2-09	aflash	03/05/2018	17:58:45	19:31:21
DTEC462-R3-02	aasengarcia	03/05/2018	19:15:07	19:40:33
DTEC462-R3-09	cbarrios6	03/05/2018	17:06:51	19:40:46
DTEC462-R4-01	lmonroe7	03/05/2018	18:17:59	19:48:51
DTEC462-R4-02	aeverett11	03/05/2018	18:16:47	19:49:18
DTEC462-R1-06	gnavarro4	03/05/2018	18:41:04	20:19:49
DTEC462-R4-09F	fborja	03/05/2018	17:07:14	21:50:31
DTEC462-R1-08	sbergman2	03/05/2018	15:05:34	21:52:12
DTEC462-R2-06	gisrailov	03/05/2018	16:36:38	21:52:36
DTEC462-R4-09F	Administrator	03/06/2018	07:59:59	08:02:49
DTEC462-R4-09F	Administrator	03/06/2018	08:03:14	08:04:32
DTEC462-R4-09F	Administrator	03/06/2018	08:04:54	08:05:43
DTEC462-R3-02	hbauer3	03/06/2018	08:04:03	08:07:04
DTEC462-R4-07F	Administrator	03/06/2018	08:06:49	08:07:42
DTEC462-R4-06	Administrator	03/06/2018	08:08:25	08:09:27
DTEC462-R4-05F	Administrator	03/06/2018	08:10:02	08:10:59
DTEC462-R4-04	Administrator	03/06/2018	08:11:42	08:12:42
DTEC462-R4-03	Administrator	03/06/2018	08:13:17	08:14:02
DTEC462-R4-02	Administrator	03/06/2018	08:14:30	08:15:25
DTEC462-R4-01	Administrator	03/06/2018	08:16:13	08:17:14
DTEC462-R3-01	Administrator	03/06/2018	08:17:50	08:19:22
DTEC462-R3-02	Administrator	03/06/2018	08:21:44	08:23:03
DTEC462-R3-05	Administrator	03/06/2018	08:24:07	08:25:10
DTEC462-R3-06	Administrator	03/06/2018	08:27:27	08:28:41
DTEC462-R3-07	Administrator	03/06/2018	08:29:19	08:30:20
DTEC462-R3-08	Administrator	03/06/2018	08:32:54	08:33:42
DTEC462-R3-09	Administrator	03/06/2018	08:34:15	08:35:23
DTEC462-R2-09	Administrator	03/06/2018	08:36:20	08:37:09
DTEC462-R2-07	Administrator	03/06/2018	08:37:49	08:38:35
DTEC462-R2-06	Administrator	03/06/2018	08:39:09	08:40:08
DTEC462-R2-08	Administrator	03/06/2018	08:40:50	08:42:03
DTEC462-R2-05	Administrator	03/06/2018	08:42:39	08:43:24
DTEC462-R2-04	Administrator	03/06/2018	08:43:59	08:44:35
DTEC462-R2-02	Administrator	03/06/2018	08:45:15	08:46:03
DTEC462-R2-01	Administrator	03/06/2018	08:46:36	08:47:30
DTEC462-R1-03	Administrator	03/06/2018	08:48:22	08:49:46
DTEC462-R1-04	Administrator	03/06/2018	08:50:19	08:51:54
DTEC462-R1-05	Administrator	03/06/2018	08:52:26	08:53:14
DTEC462-R1-06	Administrator	03/06/2018	08:53:46	08:54:31
DTEC462-R1-07	Administrator	03/06/2018	08:55:01	08:55:43
DTEC462-R1-08	Administrator	03/06/2018	08:56:15	08:56:57
DTEC462-R1-09	Administrator	03/06/2018	08:57:31	08:58:05
DTEC462-R1-10	Administrator	03/06/2018	08:58:35	08:59:18
DTEC462-R2-03	dmadera2	03/06/2018	07:58:30	09:07:51
DTEC462-R4-08	eadetutu	03/06/2018	08:06:25	09:09:22
DTEC462-R3-03	nmaldonado8	03/06/2018	10:10:24	10:17:56
DTEC462-R4-08	Administrator	03/06/2018	10:18:37	10:20:28
DTEC462-R3-04	Administrator	03/06/2018	10:22:08	10:23:09
DTEC462-R2-03	Administrator	03/06/2018	10:24:12	10:24:55
DTEC462-R3-07	rhignite	03/06/2018	09:56:33	10:29:55
DTEC462-R1-09	oespinoza	03/06/2018	09:56:56	10:31:00
DTEC462-R3-02	rsweilem	03/06/2018	09:34:50	10:52:54
DTEC462-R4-02	breiger	03/06/2018	10:52:45	10:52:58
DTEC462-R3-02	breiger	03/06/2018	10:53:46	10:57:07
DTEC462-R2-09	bmaranville	03/06/2018	10:24:04	10:57:45
DTEC462-R4-01	gfuller4	03/06/2018	09:14:14	11:02:39
DTEC462-R2-01	Alemon3	03/06/2018	10:46:51	11:08:37
DTEC462-R4-09F	cjimenez25	03/06/2018	09:28:37	11:11:55
DTEC462-R3-03	hsweilem	03/06/2018	10:26:57	11:12:01
DTEC462-R3-05	csimmons40	03/06/2018	11:03:08	11:18:03
DTEC462-R3-03	hsweilem	03/06/2018	11:14:16	11:18:37
DTEC462-R2-02	halban	03/06/2018	10:52:33	11:23:14
DTEC462-R3-08	ealonso5	03/06/2018	10:56:07	11:29:03
DTEC462-R3-02	Alarosamarquez	03/06/2018	11:15:29	11:29:11
DTEC462-R2-09	rmontufar	03/06/2018	11:05:59	11:33:24
DTEC462-R1-05	ahobby	03/06/2018	11:23:55	11:35:16
DTEC462-R2-05	cmarsh7	03/06/2018	09:31:11	11:37:24
DTEC462-R2-02	cfarrell13	03/06/2018	11:33:54	11:40:01
DTEC462-R1-06	dhicks25	03/06/2018	10:27:54	11:47:35
DTEC462-R3-07	epaek	03/06/2018	11:04:27	11:54:08
DTEC462-R3-09	kstanley12	03/06/2018	10:56:31	11:57:17
DTEC462-R3-05	nlavinbell	03/06/2018	11:26:14	12:07:16
DTEC462-R4-09F	jmelendez38	03/06/2018	11:17:33	12:08:13
DTEC462-R3-07	kkosa	03/06/2018	12:06:01	12:11:32
DTEC462-R2-03	hettinger	03/06/2018	10:51:52	12:14:14
DTEC462-R4-02	bdangerfield	03/06/2018	11:02:08	12:15:52
DTEC462-R1-04	aiglesias9	03/06/2018	11:37:28	12:21:52
DTEC462-R2-05	jjohnston23	03/06/2018	11:44:18	12:25:05
DTEC462-R3-03	ilipscomb	03/06/2018	11:58:17	12:26:16
DTEC462-R2-03	nhuancadesoto	03/06/2018	12:14:52	12:29:39
DTEC462-R4-06	rhignite	03/06/2018	11:16:35	12:29:54
DTEC462-R1-10	dhoneycutt	03/06/2018	11:25:06	12:42:50
DTEC462-R2-07	afraserbolling	03/06/2018	11:18:53	12:44:38
DTEC462-R3-09	kkosa	03/06/2018	12:13:54	12:46:27
DTEC462-R2-02	smoctezuma2	03/06/2018	12:31:18	12:51:01
DTEC462-R1-09	mbrown198	03/06/2018	10:56:39	13:01:36
DTEC462-R4-08	eadetutu	03/06/2018	10:56:26	13:10:52
DTEC462-R4-06	tferguson8	03/06/2018	12:40:10	13:32:02
DTEC462-R2-02	Administrator	03/06/2018	13:32:04	13:33:12
DTEC462-R2-02	tech	03/06/2018	13:33:37	13:34:30
DTEC462-R2-02	Administrator	03/06/2018	13:34:55	13:35:29
DTEC462-R1-07	lsanchez61	03/06/2018	11:39:10	13:40:17
DTEC462-R3-02	mmudie	03/06/2018	12:45:30	13:45:12
DTEC462-R2-08	aveltri	03/06/2018	12:19:10	13:48:59
DTEC462-R1-04	tstaat2	03/06/2018	13:49:31	13:50:40
DTEC462-R1-07	jwilliamson13	03/06/2018	13:49:08	13:52:38
DTEC462-R4-04	csepulveda7	03/06/2018	10:50:51	14:15:28
DTEC462-R1-10	dnewhard	03/06/2018	14:00:41	15:07:24
DTEC462-R4-02	dwilson95	03/06/2018	14:42:37	15:13:45
DTEC462-R1-10	dnewhard	03/06/2018	15:20:07	15:20:46
DTEC462-R4-04	gstarczewski	03/06/2018	15:07:38	15:24:04
DTEC462-R2-09	bmaranville	03/06/2018	14:35:49	16:24:22
DTEC462-R3-02	jholeman	03/06/2018	15:04:21	16:29:58
DTEC462-R2-09	dstarkes	03/06/2018	16:28:18	16:39:42
DTEC462-R3-06	dtomlinson2	03/06/2018	15:15:06	16:46:20
DTEC462-R4-09F	ageorge	03/06/2018	15:09:24	16:48:55
DTEC462-R4-06	ybrito	03/06/2018	16:26:48	16:51:02
DTEC462-R3-09	dhoneycutt	03/06/2018	15:09:31	17:13:25
DTEC462-R2-02	emish	03/06/2018	15:47:01	17:15:47
DTEC462-R1-04	klee51	03/06/2018	16:25:11	17:25:08
DTEC462-R1-04	mcan	03/06/2018	17:40:11	17:44:48
